2021-08-28 07:35:51,292 [Worker-Main7] INFO Treasure2 | TreasureLootTableRegistry.java:121 | reading loot resource file from stream.
2021-08-28 13:44:41,149 [Worker-Main4] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 13:44:41,150 [Worker-Main4] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> TemplateResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, subterranean/pirate-chamber2.nbt, subterranean/wither-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, surface/test-platform.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2021-08-28 13:44:41,167 [Worker-Main4] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 13:44:41,168 [Worker-Main4] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> DecayResources [resources=[aged_ruleset.json, default_ruleset.json, ruinous_ruleset.json], resourceFolderLocations=[]]
2021-08-28 13:44:44,887 [Worker-Main3] INFO Treasure2 | Treasure.java:96 | in client setup event
2021-08-28 13:46:35,748 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:overworld
2021-08-28 13:46:38,077 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_nether
2021-08-28 13:46:38,102 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_end
2021-08-28 13:46:38,109 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension atum:atum
2021-08-28 13:46:38,118 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension wrd:the_deeper_depths
2021-08-28 13:46:38,126 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension mythicbotany:alfheim
2021-08-28 13:46:38,133 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension undergarden:undergarden
2021-08-28 13:49:18,005 [Worker-Main3] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 1895 69 1047
2021-08-28 13:49:32,726 [Worker-Main3] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 2087 80 1015
2021-08-28 13:49:52,433 [Worker-Main3] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: 1943 64 887
2021-08-28 13:50:02,035 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 1607 63 1815
2021-08-28 13:50:31,293 [Worker-Main6] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 1479 63 1703
2021-08-28 13:51:18,734 [Worker-Main6] INFO Treasure2 | SubmergedChestFeature.java:249 | CHEATER! SCARCE chest at coords: 1202 45 1847
2021-08-28 13:52:08,298 [Worker-Main4] INFO Treasure2 | SubmergedChestFeature.java:249 | CHEATER! RARE chest at coords: 1255 31 2039
2021-08-28 13:52:15,984 [Worker-Main4] INFO Treasure2 | SubmergedChestFeature.java:249 | CHEATER! SCARCE chest at coords: 1447 48 2135
2021-08-28 13:52:32,582 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: 1815 65 2023
2021-08-28 13:52:52,513 [Worker-Main6] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 1975 63 2055
2021-08-28 13:53:11,577 [Worker-Main6] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: 1815 63 2183
2021-08-28 13:53:19,725 [Worker-Main6] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: 2023 63 2215
2021-08-28 13:53:57,973 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: 2215 70 2215
2021-08-28 13:54:32,068 [Worker-Main4] INFO Treasure2 | WellGenerator.java:150 | CHEATER! Wishing Well at coords: 1751 65 2295
2021-08-28 13:54:34,680 [Worker-Main3] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 1703 65 2311
2021-08-28 13:58:04,944 [Worker-Main5] INFO Treasure2 | TreasureLootTableRegistry.java:121 | reading loot resource file from stream.
2021-08-28 13:58:04,960 [Worker-Main5] INFO Treasure2 | TreasureLootTableRegistry.java:142 | master loot resources lists -> DecayResources [supportingResources=[pools/armor/common.json, pools/armor/uncommon.json, pools/armor/scarce.json, pools/armor/rare.json, pools/armor/epic.json, pools/food/common.json, pools/food/uncommon.json, pools/food/scarce.json, pools/food/rare.json, pools/food/epic.json, pools/items/common.json, pools/items/uncommon.json, pools/items/scarce.json, pools/items/rare.json, pools/items/epic.json, pools/potions/common.json, pools/potions/uncommon.json, pools/potions/scarce.json, pools/potions/rare.json, pools/potions/epic.json, pools/tools/common.json, pools/tools/uncommon.json, pools/tools/scarce.json, pools/tools/rare.json, pools/treasure/common.json, pools/treasure/uncommon.json, pools/treasure/scarce.json, pools/treasure/rare.json, pools/treasure/epic.json], chestResources=[chests/common/general_chest.json, chests/uncommon/general_chest.json, chests/scarce/general_chest.json, chests/rare/general_chest.json, chests/epic/general_chest.json], specialResources=[chests/special/black_pearl_well.json, chests/special/cauldron_chest.json, chests/special/crystal_skull_chest.json, chests/special/gold_skull_chest.json, chests/special/skull_chest.json, chests/special/white_pearl_well.json, chests/special/wither_chest.json], specialLootTableFolderLocations=[chests/special], chestLootTableFolderLocations=[chests/common, chests/uncommon, chests/scarce, chests/rare, chests/epic], supportingLootTableFolderLocatoins=null]
2021-08-28 13:58:04,981 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 13:58:04,984 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> MetaResources [resources=[structures/basic1.json, structures/basic2.json, structures/basic3.json, structures/basic4.json, structures/basic5.json, structures/beached-ship1.json, structures/beached-ship2.json, structures/beached-ship3.json, structures/blacksmith1.json, structures/castle1.json, structures/cave1.json, structures/cave2.json, structures/church1.json, structures/cobb1.json, structures/crypt1.json, structures/crypt2.json, structures/crypt3.json, structures/desert-tower2.json, structures/dingy1.json, structures/fortress1.json, structures/house1.json, structures/ionic1.json, structures/iron-chamber1.json, structures/iron-chamber2.json, structures/large-tower1.json, structures/mine1.json, structures/obsidian-chamber1.json, structures/pirate-chamber1.json, structures/sunken-ship1.json, structures/sunken-ship2.json, structures/sunken-ship3.json, structures/tower1.json, structures/tower2.json, structures/tower3.json, structures/tower4.json, structures/tower5.json, structures/test-platform.json, structures/underwater-ruins1.json, structures/underwater-ruins2.json, structures/underwater-ruins3.json, structures/wither-chamber1.json, structures/canopy-wishing-well1.json, structures/desert-wishing-well1.json, structures/desert-wishing-well2.json, structures/simple-well1.json, structures/wood-draw-wishing-well1.json], resourceFolderLocations=[chests, structures]]
2021-08-28 13:58:04,998 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 13:58:05,000 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> TemplateResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, subterranean/pirate-chamber2.nbt, subterranean/wither-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, surface/test-platform.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2021-08-28 13:58:05,022 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 13:58:05,023 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> DecayResources [resources=[aged_ruleset.json, default_ruleset.json, ruinous_ruleset.json], resourceFolderLocations=[]]
2021-08-28 13:58:25,953 [Worker-Main5] INFO Treasure2 | Treasure.java:96 | in client setup event
2021-08-28 14:05:49,748 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:overworld
2021-08-28 14:05:51,624 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_nether
2021-08-28 14:05:51,648 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_end
2021-08-28 14:05:51,656 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension atum:atum
2021-08-28 14:05:51,665 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension wrd:the_deeper_depths
2021-08-28 14:05:51,674 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension mythicbotany:alfheim
2021-08-28 14:05:51,681 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension undergarden:undergarden
2021-08-28 14:05:55,348 [Worker-Main5] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 295 64 -105
2021-08-28 14:06:19,689 [Worker-Main5] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 1415 63 2295
2021-08-28 14:08:59,397 [Worker-Main13] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: 1639 63 2471
2021-08-28 14:09:13,769 [Worker-Main13] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 1783 66 2519
2021-08-28 14:09:24,517 [Worker-Main13] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! RARE chest at coords: 1511 63 2583
2021-08-28 14:09:35,147 [Worker-Main17] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: 1655 78 2631
2021-08-28 14:10:06,046 [Worker-Main13] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: -1945 67 -2025
2021-08-28 14:10:11,081 [Worker-Main13] INFO Treasure2 | WellGenerator.java:150 | CHEATER! Wishing Well at coords: -1929 77 -1913
2021-08-28 14:10:15,475 [Worker-Main17] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -2041 64 -1897
2021-08-28 14:10:20,917 [Worker-Main13] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -1849 89 -2313
2021-08-28 14:10:28,573 [Worker-Main17] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -1977 63 -2217
2021-08-28 14:10:34,766 [Worker-Main13] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: -1769 71 -2121
2021-08-28 14:10:43,706 [Worker-Main13] INFO Treasure2 | WellGenerator.java:150 | CHEATER! Wishing Well at coords: -1849 64 -2361
2021-08-28 14:10:44,705 [Worker-Main17] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -1705 107 -2281
2021-08-28 14:10:51,932 [Worker-Main13] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -1993 72 -2393
2021-08-28 14:40:12,458 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:overworld
2021-08-28 14:40:12,737 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_nether
2021-08-28 14:40:12,745 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_end
2021-08-28 14:40:12,752 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension atum:atum
2021-08-28 14:40:12,758 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension wrd:the_deeper_depths
2021-08-28 14:40:12,765 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension mythicbotany:alfheim
2021-08-28 14:40:12,774 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension undergarden:undergarden
2021-08-28 14:40:37,503 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! RARE chest at coords: -1705 110 -2009
2021-08-28 14:41:36,479 [Worker-Main17] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -2153 63 -2105
2021-08-28 14:41:43,689 [Worker-Main17] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -2233 81 -2233
2021-08-28 14:42:05,694 [Worker-Main17] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -2393 64 -2297
2021-08-28 14:43:10,888 [Worker-Main17] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -2169 70 -2457
2021-08-28 15:09:39,972 [Worker-Main9] INFO Treasure2 | TreasureLootTableRegistry.java:121 | reading loot resource file from stream.
2021-08-28 15:09:40,035 [Worker-Main9] INFO Treasure2 | TreasureLootTableRegistry.java:142 | master loot resources lists -> DecayResources [supportingResources=[pools/armor/common.json, pools/armor/uncommon.json, pools/armor/scarce.json, pools/armor/rare.json, pools/armor/epic.json, pools/food/common.json, pools/food/uncommon.json, pools/food/scarce.json, pools/food/rare.json, pools/food/epic.json, pools/items/common.json, pools/items/uncommon.json, pools/items/scarce.json, pools/items/rare.json, pools/items/epic.json, pools/potions/common.json, pools/potions/uncommon.json, pools/potions/scarce.json, pools/potions/rare.json, pools/potions/epic.json, pools/tools/common.json, pools/tools/uncommon.json, pools/tools/scarce.json, pools/tools/rare.json, pools/treasure/common.json, pools/treasure/uncommon.json, pools/treasure/scarce.json, pools/treasure/rare.json, pools/treasure/epic.json], chestResources=[chests/common/general_chest.json, chests/uncommon/general_chest.json, chests/scarce/general_chest.json, chests/rare/general_chest.json, chests/epic/general_chest.json], specialResources=[chests/special/black_pearl_well.json, chests/special/cauldron_chest.json, chests/special/crystal_skull_chest.json, chests/special/gold_skull_chest.json, chests/special/skull_chest.json, chests/special/white_pearl_well.json, chests/special/wither_chest.json], specialLootTableFolderLocations=[chests/special], chestLootTableFolderLocations=[chests/common, chests/uncommon, chests/scarce, chests/rare, chests/epic], supportingLootTableFolderLocatoins=null]
2021-08-28 15:09:40,097 [Worker-Main9] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 15:09:40,101 [Worker-Main9] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> MetaResources [resources=[structures/basic1.json, structures/basic2.json, structures/basic3.json, structures/basic4.json, structures/basic5.json, structures/beached-ship1.json, structures/beached-ship2.json, structures/beached-ship3.json, structures/blacksmith1.json, structures/castle1.json, structures/cave1.json, structures/cave2.json, structures/church1.json, structures/cobb1.json, structures/crypt1.json, structures/crypt2.json, structures/crypt3.json, structures/desert-tower2.json, structures/dingy1.json, structures/fortress1.json, structures/house1.json, structures/ionic1.json, structures/iron-chamber1.json, structures/iron-chamber2.json, structures/large-tower1.json, structures/mine1.json, structures/obsidian-chamber1.json, structures/pirate-chamber1.json, structures/sunken-ship1.json, structures/sunken-ship2.json, structures/sunken-ship3.json, structures/tower1.json, structures/tower2.json, structures/tower3.json, structures/tower4.json, structures/tower5.json, structures/test-platform.json, structures/underwater-ruins1.json, structures/underwater-ruins2.json, structures/underwater-ruins3.json, structures/wither-chamber1.json, structures/canopy-wishing-well1.json, structures/desert-wishing-well1.json, structures/desert-wishing-well2.json, structures/simple-well1.json, structures/wood-draw-wishing-well1.json], resourceFolderLocations=[chests, structures]]
2021-08-28 15:09:40,120 [Worker-Main9] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 15:09:40,123 [Worker-Main9] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> TemplateResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, subterranean/pirate-chamber2.nbt, subterranean/wither-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, surface/test-platform.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2021-08-28 15:09:40,184 [Worker-Main9] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 15:09:40,186 [Worker-Main9] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> DecayResources [resources=[aged_ruleset.json, default_ruleset.json, ruinous_ruleset.json], resourceFolderLocations=[]]
2021-08-28 15:09:44,249 [Worker-Main7] INFO Treasure2 | Treasure.java:96 | in client setup event
2021-08-28 15:12:31,860 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:overworld
2021-08-28 15:12:32,352 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_nether
2021-08-28 15:12:32,439 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_end
2021-08-28 15:12:32,449 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension mythicbotany:alfheim
2021-08-28 15:12:32,459 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension atum:atum
2021-08-28 15:12:32,470 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension wrd:the_deeper_depths
2021-08-28 15:12:32,479 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension undergarden:undergarden
2021-08-28 15:12:44,035 [Worker-Main6] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -249 76 119
2021-08-28 15:12:51,817 [Worker-Main6] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -249 68 343
2021-08-28 15:13:01,706 [Worker-Main6] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -9 69 375
2021-08-28 15:16:58,150 [Worker-Main6] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -377 89 199
2021-08-28 15:17:48,015 [Worker-Main6] INFO Treasure2 | WellGenerator.java:150 | CHEATER! Wishing Well at coords: -9 64 -41
2021-08-28 15:20:10,635 [Worker-Main6] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 151 70 183
2021-08-28 15:25:09,945 [Worker-Main6] INFO Treasure2 | TreasureLootTableRegistry.java:121 | reading loot resource file from stream.
2021-08-28 15:25:09,959 [Worker-Main6] INFO Treasure2 | TreasureLootTableRegistry.java:142 | master loot resources lists -> DecayResources [supportingResources=[pools/armor/common.json, pools/armor/uncommon.json, pools/armor/scarce.json, pools/armor/rare.json, pools/armor/epic.json, pools/food/common.json, pools/food/uncommon.json, pools/food/scarce.json, pools/food/rare.json, pools/food/epic.json, pools/items/common.json, pools/items/uncommon.json, pools/items/scarce.json, pools/items/rare.json, pools/items/epic.json, pools/potions/common.json, pools/potions/uncommon.json, pools/potions/scarce.json, pools/potions/rare.json, pools/potions/epic.json, pools/tools/common.json, pools/tools/uncommon.json, pools/tools/scarce.json, pools/tools/rare.json, pools/treasure/common.json, pools/treasure/uncommon.json, pools/treasure/scarce.json, pools/treasure/rare.json, pools/treasure/epic.json], chestResources=[chests/common/general_chest.json, chests/uncommon/general_chest.json, chests/scarce/general_chest.json, chests/rare/general_chest.json, chests/epic/general_chest.json], specialResources=[chests/special/black_pearl_well.json, chests/special/cauldron_chest.json, chests/special/crystal_skull_chest.json, chests/special/gold_skull_chest.json, chests/special/skull_chest.json, chests/special/white_pearl_well.json, chests/special/wither_chest.json], specialLootTableFolderLocations=[chests/special], chestLootTableFolderLocations=[chests/common, chests/uncommon, chests/scarce, chests/rare, chests/epic], supportingLootTableFolderLocatoins=null]
2021-08-28 15:25:09,981 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 15:25:09,983 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> MetaResources [resources=[structures/basic1.json, structures/basic2.json, structures/basic3.json, structures/basic4.json, structures/basic5.json, structures/beached-ship1.json, structures/beached-ship2.json, structures/beached-ship3.json, structures/blacksmith1.json, structures/castle1.json, structures/cave1.json, structures/cave2.json, structures/church1.json, structures/cobb1.json, structures/crypt1.json, structures/crypt2.json, structures/crypt3.json, structures/desert-tower2.json, structures/dingy1.json, structures/fortress1.json, structures/house1.json, structures/ionic1.json, structures/iron-chamber1.json, structures/iron-chamber2.json, structures/large-tower1.json, structures/mine1.json, structures/obsidian-chamber1.json, structures/pirate-chamber1.json, structures/sunken-ship1.json, structures/sunken-ship2.json, structures/sunken-ship3.json, structures/tower1.json, structures/tower2.json, structures/tower3.json, structures/tower4.json, structures/tower5.json, structures/test-platform.json, structures/underwater-ruins1.json, structures/underwater-ruins2.json, structures/underwater-ruins3.json, structures/wither-chamber1.json, structures/canopy-wishing-well1.json, structures/desert-wishing-well1.json, structures/desert-wishing-well2.json, structures/simple-well1.json, structures/wood-draw-wishing-well1.json], resourceFolderLocations=[chests, structures]]
2021-08-28 15:25:10,008 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 15:25:10,009 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> TemplateResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, subterranean/pirate-chamber2.nbt, subterranean/wither-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, surface/test-platform.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2021-08-28 15:25:10,034 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 15:25:10,035 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> DecayResources [resources=[aged_ruleset.json, default_ruleset.json, ruinous_ruleset.json], resourceFolderLocations=[]]
2021-08-28 15:25:13,625 [Worker-Main4] INFO Treasure2 | Treasure.java:96 | in client setup event
2021-08-28 15:27:27,903 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:overworld
2021-08-28 15:27:28,572 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_nether
2021-08-28 15:27:28,620 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_end
2021-08-28 15:27:28,640 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension mythicbotany:alfheim
2021-08-28 15:27:28,655 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension atum:atum
2021-08-28 15:27:28,669 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension wrd:the_deeper_depths
2021-08-28 15:27:28,701 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension undergarden:undergarden
2021-08-28 15:27:39,859 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -153 69 -169
2021-08-28 15:27:58,629 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -313 64 -313
2021-08-28 15:28:07,233 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -441 64 39
